row_index,video_id,rally_id,event_rank,clip_id,feature_source,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,zero_pose_frames,zero_pose_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
3189,42,84,5,42_2_29_4,yolo,84162,84184,23,23,project/outputs/features_yolo26x_41_44/42/42_2_29_4_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_29_4_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_29_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,8,0.347826,23,1.000000,13,exact_label_pose_dropout_25_50,True,42:2:29:4,42,2,29,4,84174,phase02_exact,lob,A,2,4,Top_lob,test
3190,42,84,6,42_84_event_6,yolo,84184,84203,20,20,project/outputs/features_yolo26x_41_44/42/42_84_event_6_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_6_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18,0.900000,20,1.000000,1,candidate_only_pose_dropout_ge_50,False,,,,,,84194,window_midpoint_estimate,,,,-1,,
3191,42,84,7,42_2_29_5,yolo,84203,84230,28,28,project/outputs/features_yolo26x_41_44/42/42_2_29_5_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_29_5_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_29_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.750000,28,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:29:5,42,2,29,5,84211,phase02_exact,clear,B,3,17,Bottom_clear,test
3192,42,84,8,42_84_event_8,yolo,84230,84257,28,28,project/outputs/features_yolo26x_41_44/42/42_84_event_8_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_8_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,15,0.535714,28,1.000000,13,candidate_only_pose_dropout_ge_50,False,,,,,,84244,window_midpoint_estimate,,,,-1,,
3193,42,84,9,42_84_event_9,yolo,84257,84294,38,38,project/outputs/features_yolo26x_41_44/42/42_84_event_9_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_9_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,8,0.210526,38,1.000000,30,candidate_only_pose_dropout_lt_25,False,,,,,,84276,window_midpoint_estimate,,,,-1,,
3194,42,84,10,42_84_event_10,yolo,84294,84336,43,43,project/outputs/features_yolo26x_41_44/42/42_84_event_10_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_10_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,20,0.465116,43,1.000000,23,candidate_only_pose_dropout_25_50,False,,,,,,84315,window_midpoint_estimate,,,,-1,,
3195,42,84,11,42_84_event_11,yolo,84336,84358,23,23,project/outputs/features_yolo26x_41_44/42/42_84_event_11_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_11_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,23,1.000000,23,1.000000,0,candidate_only_all_pose_missing,False,,,,,,84347,window_midpoint_estimate,,,,-1,,
3196,42,84,12,42_84_event_12,yolo,84358,84374,17,17,project/outputs/features_yolo26x_41_44/42/42_84_event_12_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_12_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,1.000000,17,1.000000,0,candidate_only_all_pose_missing,False,,,,,,84366,window_midpoint_estimate,,,,-1,,
3197,42,84,13,42_84_event_13,yolo,84374,84390,17,17,project/outputs/features_yolo26x_41_44/42/42_84_event_13_joints.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_13_pos.npy,project/outputs/features_yolo26x_41_44/42/42_84_event_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,16,0.941176,16,0.941176,2,candidate_only_pose_dropout_ge_50,False,,,,,,84382,window_midpoint_estimate,,,,-1,,
3198,42,85,1,42_85_event_1,yolo,85260,85269,10,10,project/outputs/features_yolo26x_41_44/42/42_85_event_1_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_1_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,0,0.000000,2,0.200000,28,candidate_only_pose_dropout_lt_25,False,,,,,,85264,window_midpoint_estimate,,,,-1,,
3199,42,85,2,42_2_30_1,yolo,85269,85291,23,23,project/outputs/features_yolo26x_41_44/42/42_2_30_1_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_1_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.913043,20,0.869565,6,exact_label_pose_dropout_ge_50,True,42:2:30:1,42,2,30,1,85285,phase02_exact,none,A,1,0,none,test
3200,42,85,3,42_2_30_2,yolo,85291,85312,22,22,project/outputs/features_yolo26x_41_44/42/42_2_30_2_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_2_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,16,0.727273,12,0.545455,3,exact_label_pose_dropout_ge_50,True,42:2:30:2,42,2,30,2,85319,phase02_exact,lob,B,2,16,Bottom_lob,test
3201,42,85,4,42_85_event_4,yolo,85312,85342,31,31,project/outputs/features_yolo26x_41_44/42/42_85_event_4_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_4_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,31,1.000000,31,1.000000,0,candidate_only_all_pose_missing,False,,,,,,85327,window_midpoint_estimate,,,,-1,,
3202,42,85,5,42_2_30_4,yolo,85342,85374,33,33,project/outputs/features_yolo26x_41_44/42/42_2_30_4_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_4_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,0.515152,33,1.000000,8,exact_label_pose_dropout_ge_50,True,42:2:30:4,42,2,30,4,85366,phase02_exact,cross-court net shot,B,2,22,Bottom_cross-court net shot,test
3203,42,85,6,42_2_30_5,yolo,85374,85390,17,17,project/outputs/features_yolo26x_41_44/42/42_2_30_5_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_5_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.764706,17,1.000000,4,exact_label_pose_dropout_ge_50,True,42:2:30:5,42,2,30,5,85397,phase02_exact,net shot,A,2,1,Top_net shot,test
3204,42,85,7,42_85_event_7,yolo,85390,85410,21,21,project/outputs/features_yolo26x_41_44/42/42_85_event_7_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_7_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18,0.857143,21,1.000000,2,candidate_only_pose_dropout_ge_50,False,,,,,,85400,window_midpoint_estimate,,,,-1,,
3205,42,85,8,42_2_30_6,yolo,85410,85446,37,37,project/outputs/features_yolo26x_41_44/42/42_2_30_6_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_6_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.567568,37,1.000000,3,exact_label_pose_dropout_ge_50,True,42:2:30:6,42,2,30,6,85425,phase02_exact,lob,B,2,16,Bottom_lob,test
3206,42,85,9,42_2_30_7,yolo,85446,85478,33,33,project/outputs/features_yolo26x_41_44/42/42_2_30_7_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_7_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19,0.575758,33,1.000000,9,exact_label_pose_dropout_ge_50,True,42:2:30:7,42,2,30,7,85465,phase02_exact,smash,A,2,3,Top_smash,test
3207,42,85,10,42_2_30_8,yolo,85478,85496,19,19,project/outputs/features_yolo26x_41_44/42/42_2_30_8_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_8_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,0.894737,19,1.000000,2,exact_label_pose_dropout_ge_50,True,42:2:30:8,42,2,30,8,85478,phase02_exact,return net,B,2,14,Bottom_return net,test
3208,42,85,11,42_2_30_9,yolo,85496,85518,23,23,project/outputs/features_yolo26x_41_44/42/42_2_30_9_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_9_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.565217,23,1.000000,6,exact_label_pose_dropout_ge_50,True,42:2:30:9,42,2,30,9,85507,phase02_exact,push,A,2,8,Top_push,test
3209,42,85,12,42_2_30_10,yolo,85518,85538,21,21,project/outputs/features_yolo26x_41_44/42/42_2_30_10_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_10_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,0.809524,21,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:30:10,42,2,30,10,85530,phase02_exact,wrist smash,B,2,15,Bottom_smash,test
3210,42,85,13,42_2_30_11,yolo,85538,85555,18,18,project/outputs/features_yolo26x_41_44/42/42_2_30_11_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_11_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,5,0.277778,18,1.000000,1,exact_label_pose_dropout_25_50,True,42:2:30:11,42,2,30,11,85543,phase02_exact,defensive return drive,A,2,6,Top_drive,test
3211,42,85,14,42_2_30_12,yolo,85555,85576,22,22,project/outputs/features_yolo26x_41_44/42/42_2_30_12_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_12_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.590909,22,1.000000,1,exact_label_pose_dropout_ge_50,True,42:2:30:12,42,2,30,12,85565,phase02_exact,return net,B,2,14,Bottom_return net,test
3212,42,85,15,42_2_30_13,yolo,85576,85596,21,21,project/outputs/features_yolo26x_41_44/42/42_2_30_13_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_13_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_30_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,1.000000,21,1.000000,0,exact_label_all_pose_missing,True,42:2:30:13,42,2,30,13,85594,phase02_exact,push,A,3,8,Top_push,test
3213,42,85,16,42_85_event_16,yolo,85596,85614,19,19,project/outputs/features_yolo26x_41_44/42/42_85_event_16_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_16_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.684211,19,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,85605,window_midpoint_estimate,,,,-1,,
3214,42,85,17,42_85_event_17,yolo,85614,85636,23,23,project/outputs/features_yolo26x_41_44/42/42_85_event_17_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_17_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,23,1.000000,23,1.000000,0,candidate_only_all_pose_missing,False,,,,,,85625,window_midpoint_estimate,,,,-1,,
3215,42,85,18,42_85_event_18,yolo,85636,85661,26,26,project/outputs/features_yolo26x_41_44/42/42_85_event_18_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_18_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,24,0.923077,20,0.769231,2,candidate_only_pose_dropout_ge_50,False,,,,,,85648,window_midpoint_estimate,,,,-1,,
3216,42,85,19,42_85_event_19,yolo,85661,85680,20,20,project/outputs/features_yolo26x_41_44/42/42_85_event_19_joints.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_19_pos.npy,project/outputs/features_yolo26x_41_44/42/42_85_event_19_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19,0.950000,15,0.750000,2,candidate_only_pose_dropout_ge_50,False,,,,,,85670,window_midpoint_estimate,,,,-1,,
3217,42,86,1,42_2_31_1,yolo,86250,86278,29,29,project/outputs/features_yolo26x_41_44/42/42_2_31_1_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_1_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,25,0.862069,16,0.551724,1,exact_label_pose_dropout_ge_50,True,42:2:31:1,42,2,31,1,86255,phase02_exact,none,A,1,0,none,test
3218,42,86,2,42_2_31_2,yolo,86278,86306,29,29,project/outputs/features_yolo26x_41_44/42/42_2_31_2_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_2_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18,0.620690,29,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:31:2,42,2,31,2,86293,phase02_exact,push,B,2,20,Bottom_push,test
3219,42,86,3,42_2_31_3,yolo,86306,86337,32,32,project/outputs/features_yolo26x_41_44/42/42_2_31_3_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_3_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_31_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.656250,32,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:31:3,42,2,31,3,86320,phase02_exact,passive drop,A,3,7,Top_drop,test
3220,42,86,4,42_86_event_4,yolo,86337,86368,32,32,project/outputs/features_yolo26x_41_44/42/42_86_event_4_joints.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_4_pos.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,9,0.281250,32,1.000000,0,candidate_only_pose_dropout_25_50,False,,,,,,86352,window_midpoint_estimate,,,,-1,,
3221,42,86,5,42_86_event_5,yolo,86368,86400,33,33,project/outputs/features_yolo26x_41_44/42/42_86_event_5_joints.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_5_pos.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,2,0.060606,17,0.515152,14,candidate_only_pose_dropout_lt_25,False,,,,,,86384,window_midpoint_estimate,,,,-1,,
3222,42,86,6,42_86_event_6,yolo,86400,86430,31,31,project/outputs/features_yolo26x_41_44/42/42_86_event_6_joints.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_6_pos.npy,project/outputs/features_yolo26x_41_44/42/42_86_event_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,7,0.225806,14,0.451613,21,candidate_only_pose_dropout_lt_25,False,,,,,,86415,window_midpoint_estimate,,,,-1,,
3223,42,87,1,42_87_event_1,yolo,86550,86626,77,77,project/outputs/features_yolo26x_41_44/42/42_87_event_1_joints.npy,project/outputs/features_yolo26x_41_44/42/42_87_event_1_pos.npy,project/outputs/features_yolo26x_41_44/42/42_87_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,77,1.000000,77,1.000000,0,candidate_only_all_pose_missing,False,,,,,,86588,window_midpoint_estimate,,,,-1,,
3224,42,87,2,42_87_event_2,yolo,86626,86640,15,15,project/outputs/features_yolo26x_41_44/42/42_87_event_2_joints.npy,project/outputs/features_yolo26x_41_44/42/42_87_event_2_pos.npy,project/outputs/features_yolo26x_41_44/42/42_87_event_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,15,1.000000,13,0.866667,0,candidate_only_all_pose_missing,False,,,,,,86633,window_midpoint_estimate,,,,-1,,
3225,42,88,1,42_2_32_1,yolo,86790,86812,23,23,project/outputs/features_yolo26x_41_44/42/42_2_32_1_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_1_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,22,0.956522,23,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:32:1,42,2,32,1,86807,phase02_exact,long service,B,1,24,Bottom_long service,test
3226,42,88,2,42_88_event_2,yolo,86812,86842,31,31,project/outputs/features_yolo26x_41_44/42/42_88_event_2_joints.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_2_pos.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,26,0.838710,31,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,86827,window_midpoint_estimate,,,,-1,,
3227,42,88,3,42_2_32_2,yolo,86842,86874,33,33,project/outputs/features_yolo26x_41_44/42/42_2_32_2_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_2_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,15,0.454545,33,1.000000,18,exact_label_pose_dropout_25_50,True,42:2:32:2,42,2,32,2,86866,phase02_exact,smash,A,2,3,Top_smash,test
3228,42,88,4,42_2_32_3,yolo,86874,86902,29,29,project/outputs/features_yolo26x_41_44/42/42_2_32_3_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_3_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,27,0.931034,29,1.000000,1,exact_label_pose_dropout_ge_50,True,42:2:32:3,42,2,32,3,86885,phase02_exact,defensive return lob,B,2,16,Bottom_lob,test
3229,42,88,5,42_2_32_4,yolo,86902,86934,33,33,project/outputs/features_yolo26x_41_44/42/42_2_32_4_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_4_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,27,0.818182,33,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:32:4,42,2,32,4,86921,phase02_exact,clear,A,2,5,Top_clear,test
3230,42,88,6,42_2_32_5,yolo,86934,86958,25,25,project/outputs/features_yolo26x_41_44/42/42_2_32_5_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_5_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,0.680000,25,1.000000,0,exact_label_pose_dropout_ge_50,True,42:2:32:5,42,2,32,5,86949,phase02_exact,smash,B,2,15,Bottom_smash,test
3231,42,88,7,42_2_32_6,yolo,86958,86988,31,31,project/outputs/features_yolo26x_41_44/42/42_2_32_6_joints.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_6_pos.npy,project/outputs/features_yolo26x_41_44/42/42_2_32_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,25,0.806452,31,1.000000,3,exact_label_pose_dropout_ge_50,True,42:2:32:6,42,2,32,6,86971,phase02_exact,return net,A,3,2,Top_return net,test
3232,42,88,8,42_88_event_8,yolo,86988,87016,29,29,project/outputs/features_yolo26x_41_44/42/42_88_event_8_joints.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_8_pos.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19,0.655172,29,1.000000,8,candidate_only_pose_dropout_ge_50,False,,,,,,87002,window_midpoint_estimate,,,,-1,,
3233,42,88,9,42_88_event_9,yolo,87016,87039,24,24,project/outputs/features_yolo26x_41_44/42/42_88_event_9_joints.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_9_pos.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,2,0.083333,24,1.000000,11,candidate_only_pose_dropout_lt_25,False,,,,,,87028,window_midpoint_estimate,,,,-1,,
3234,42,88,10,42_88_event_10,yolo,87039,87064,26,26,project/outputs/features_yolo26x_41_44/42/42_88_event_10_joints.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_10_pos.npy,project/outputs/features_yolo26x_41_44/42/42_88_event_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,8,0.307692,26,1.000000,26,candidate_only_pose_dropout_25_50,False,,,,,,87052,window_midpoint_estimate,,,,-1,,
