row_index,video_id,rally_id,event_rank,clip_id,feature_alias_source_clip_id,feature_source,window_strategy,player_order,event_offset_frames,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,validity_npz,zero_pose_frames,zero_pose_rate,pose_missing_rate,position_missing_rate,p1_pose_valid_rate,p2_pose_valid_rate,p1_position_valid_rate,p2_position_valid_rate,both_pose_missing_rate,both_position_missing_rate,pose_tensor_zero_rate,position_tensor_zero_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,player_side_inconsistent_rate,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
1456,42,52,4,42_1_39_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",18,51668,51722,55,55,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_4_validity.npz,19,0.3454545,0.3454545,0.3454545,0.309091,1.000000,0.309091,1.000000,0.000000,0.000000,0.441176,0.345455,55,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:4,42,1,39,4,51686,phase09_exact,return net,B,2,2,Top_return net,test
1457,42,52,5,42_1_39_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",30,51686,51743,58,58,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_5_validity.npz,18,0.310345,0.310345,0.310345,0.379310,1.000000,0.379310,1.000000,0.000000,0.000000,0.409483,0.310345,58,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:5,42,1,39,5,51716,phase09_exact,push,A,2,20,Bottom_push,test
1458,42,52,6,42_1_39_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",21,51716,51768,53,53,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_6_validity.npz,8,0.14150949999999995,0.14150949999999995,0.14150949999999995,0.716981,1.000000,0.716981,1.000000,0.000000,0.000000,0.23141,0.141509,53,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:1:39:6,42,1,39,6,51737,phase09_exact,clear,B,2,5,Top_clear,test
1459,42,52,7,42_1_39_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,51737,51799,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_7_validity.npz,17,0.26984150000000007,0.26984150000000007,0.26984150000000007,0.460317,1.000000,0.460317,1.000000,0.000000,0.000000,0.356909,0.269841,63,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:7,42,1,39,7,51762,phase09_exact,clear,A,2,17,Bottom_clear,test
1460,42,52,8,42_1_39_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",31,51762,51843,82,82,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_8_validity.npz,36,0.43292700000000006,0.43292700000000006,0.43292700000000006,0.134146,1.000000,0.134146,1.000000,0.000000,0.000000,0.520624,0.432927,82,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:8,42,1,39,8,51793,phase09_exact,clear,B,2,5,Top_clear,test
1461,42,52,9,42_1_39_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",44,51793,51867,75,75,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_9_validity.npz,28,0.38,0.38,0.38,0.240000,1.000000,0.240000,1.000000,0.000000,0.000000,0.471961,0.380000,75,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:9,42,1,39,9,51837,phase09_exact,clear,A,2,17,Bottom_clear,test
1462,42,52,10,42_1_39_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",24,51837,51905,69,69,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_10_validity.npz,19,0.268116,0.268116,0.268116,0.463768,1.000000,0.463768,1.000000,0.000000,0.000000,0.360827,0.268116,69,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:10,42,1,39,10,51861,phase09_exact,clear,B,2,5,Top_clear,test
1463,42,52,11,42_1_39_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",38,51861,51926,66,66,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_11_validity.npz,24,0.371212,0.371212,0.371212,0.257576,1.000000,0.257576,1.000000,0.000000,0.000000,0.461898,0.371212,66,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:11,42,1,39,11,51899,phase09_exact,drop,A,2,19,Bottom_drop,test
1464,42,52,12,42_1_39_12,,yolo26x_tracked,bst-compatible,"Top,Bottom",21,51899,51958,60,60,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_12_validity.npz,23,0.39166650000000003,0.39166650000000003,0.39166650000000003,0.216667,1.000000,0.216667,1.000000,0.000000,0.000000,0.484069,0.391667,60,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:12,42,1,39,12,51920,phase09_exact,net shot,B,2,1,Top_net shot,test
1465,42,52,13,42_1_39_13,,yolo26x_tracked,bst-compatible,"Top,Bottom",32,51920,51989,70,70,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_13_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_13_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_13_validity.npz,31,0.4357145,0.4357145,0.4357145,0.128571,1.000000,0.128571,1.000000,0.000000,0.000000,0.526471,0.435714,70,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:13,42,1,39,13,51952,phase09_exact,lob,A,2,16,Bottom_lob,test
1466,42,52,14,42_1_39_14,,yolo26x_tracked,bst-compatible,"Top,Bottom",31,51952,52025,74,74,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_14_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_14_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_14_validity.npz,34,0.46621599999999996,0.46621599999999996,0.46621599999999996,0.067568,1.000000,0.067568,1.000000,0.000000,0.000000,0.561804,0.466216,74,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:14,42,1,39,14,51983,phase09_exact,clear,B,2,5,Top_clear,test
1467,42,52,15,42_1_39_15,,yolo26x_tracked,bst-compatible,"Top,Bottom",36,51983,52052,70,70,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_15_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_15_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_15_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_15_validity.npz,33,0.47142850000000003,0.47142850000000003,0.47142850000000003,0.057143,1.000000,0.057143,1.000000,0.000000,0.000000,0.566807,0.471429,70,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:15,42,1,39,15,52019,phase09_exact,drop,A,2,19,Bottom_drop,test
1468,42,52,16,42_1_39_16,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,52019,52081,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_16_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_16_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_16_validity.npz,25,0.38888900000000004,0.38888900000000004,0.38888900000000004,0.222222,1.000000,0.222222,1.000000,0.000000,0.000000,0.487862,0.388889,63,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:16,42,1,39,16,52046,phase09_exact,net shot,B,2,1,Top_net shot,test
1469,42,52,17,42_1_39_17,,yolo26x_tracked,bst-compatible,"Top,Bottom",29,52046,52109,64,64,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_17_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_17_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_17_validity.npz,26,0.3984375,0.3984375,0.3984375,0.203125,1.000000,0.203125,1.000000,0.000000,0.000000,0.496094,0.398438,64,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:17,42,1,39,17,52075,phase09_exact,net shot,A,2,13,Bottom_net shot,test
1470,42,52,18,42_1_39_18,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,52075,52154,80,80,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_18_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_18_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_18_validity.npz,25,0.3125,0.3125,0.3125,0.375000,1.000000,0.375000,1.000000,0.000000,0.000000,0.406985,0.312500,80,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:1:39:18,42,1,39,18,52103,phase09_exact,lob,B,2,4,Top_lob,test
1471,42,52,19,42_1_39_19,,yolo26x_tracked,bst-compatible,"Top,Bottom",45,52111,52170,60,60,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_19_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_19_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_19_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_1_39_19_validity.npz,14,0.2416665,0.2416665,0.2416665,0.516667,1.000000,0.516667,1.000000,0.000000,0.000000,0.334804,0.241667,60,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:1:39:19,42,1,39,19,52156,phase09_exact,drop,A,3,19,Bottom_drop,test
1472,42,53,1,42_2_1_1,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,56444,56510,67,67,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_1_validity.npz,8,0.1119405,0.1119405,0.1119405,0.776119,1.000000,0.776119,1.000000,0.000000,0.000000,0.200176,0.111940,47,0.701493,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:1,42,2,1,1,56459,phase09_exact,long service,A,1,12,Top_long service,test
1473,42,53,2,42_2_1_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",45,56471,56542,72,72,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_2_validity.npz,3,0.04166650000000005,0.04166650000000005,0.04166650000000005,0.916667,1.000000,0.916667,1.000000,0.000000,0.000000,0.130106,0.041667,52,0.722222,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:2,42,2,1,2,56516,phase09_exact,smash,B,2,15,Bottom_smash,test
1474,42,53,3,42_2_1_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",20,56516,56570,55,55,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_3_validity.npz,9,0.16363649999999996,0.16363649999999996,0.16363649999999996,0.672727,1.000000,0.672727,1.000000,0.000000,0.000000,0.259893,0.163636,55,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:3,42,2,1,3,56536,phase09_exact,return net,A,2,2,Top_return net,test
1475,42,53,4,42_2_1_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,56536,56597,62,62,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_4_validity.npz,7,0.11290299999999998,0.11290299999999998,0.11290299999999998,0.774194,1.000000,0.774194,1.000000,0.000000,0.000000,0.208966,0.112903,62,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:4,42,2,1,4,56564,phase09_exact,push,B,2,20,Bottom_push,test
1476,42,53,5,42_2_1_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,56564,56609,46,46,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_5_validity.npz,8,0.17391299999999998,0.17391299999999998,0.17391299999999998,0.652174,1.000000,0.652174,1.000000,0.000000,0.000000,0.269821,0.173913,46,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:5,42,2,1,5,56591,phase09_exact,wrist smash,A,2,3,Top_smash,test
1477,42,53,6,42_2_1_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",12,56591,56639,49,49,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_6_validity.npz,18,0.37755099999999997,0.37755099999999997,0.37755099999999997,0.244898,1.000000,0.244898,1.000000,0.000000,0.000000,0.473289,0.377551,49,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:2:1:6,42,2,1,6,56603,phase09_exact,return net,B,2,14,Bottom_return net,test
1478,42,53,7,42_2_1_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",30,56603,56666,64,64,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_7_validity.npz,13,0.203125,0.203125,0.203125,0.593750,1.000000,0.593750,1.000000,0.000000,0.000000,0.295037,0.203125,64,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:7,42,2,1,7,56633,phase09_exact,cross-court net shot,A,2,10,Top_cross-court net shot,test
1479,42,53,8,42_2_1_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,56633,56693,61,61,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_8_validity.npz,9,0.15573749999999997,0.15573749999999997,0.15573749999999997,0.688525,1.000000,0.688525,1.000000,0.000000,0.000000,0.253616,0.155738,61,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:8,42,2,1,8,56660,phase09_exact,cross-court net shot,B,2,22,Bottom_cross-court net shot,test
1480,42,53,9,42_2_1_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,56660,56731,72,72,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_9_validity.npz,11,0.15277800000000008,0.15277800000000008,0.15277800000000008,0.694444,1.000000,0.694444,1.000000,0.000000,0.000000,0.24183,0.152778,72,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:9,42,2,1,9,56687,phase09_exact,lob,A,2,4,Top_lob,test
1481,42,53,10,42_2_1_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",38,56687,56754,68,68,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_10_validity.npz,5,0.06617650000000008,0.06617650000000008,0.06617650000000008,0.867647,1.000000,0.867647,1.000000,0.000000,0.000000,0.153763,0.066176,68,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:10,42,2,1,10,56725,phase09_exact,smash,B,2,15,Bottom_smash,test
1482,42,53,11,42_2_1_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",23,56725,56776,52,52,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_11_validity.npz,9,0.17307699999999993,0.17307699999999993,0.17307699999999993,0.653846,1.000000,0.653846,1.000000,0.000000,0.000000,0.260181,0.173077,52,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,42:2:1:11,42,2,1,11,56748,phase09_exact,defensive return drive,A,2,6,Top_drive,test
1483,42,53,12,42_2_1_12,,yolo26x_tracked,bst-compatible,"Top,Bottom",22,56748,56802,55,55,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_12_validity.npz,20,0.36363650000000003,0.36363650000000003,0.36363650000000003,0.272727,1.000000,0.272727,1.000000,0.000000,0.000000,0.444652,0.363636,55,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:2:1:12,42,2,1,12,56770,phase09_exact,passive drop,B,2,19,Bottom_drop,test
1484,42,53,13,42_2_1_13,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,56770,56825,56,56,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_13_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_13_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/42 - Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/42/42_2_1_13_validity.npz,18,0.3214285,0.3214285,0.3214285,0.357143,1.000000,0.357143,1.000000,0.000000,0.000000,0.403361,0.321429,56,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,42:2:1:13,42,2,1,13,56796,phase09_exact,push,A,2,8,Top_push,test
