row_index,split,clip_id,source_branch,class_name,label,original_len,video_len_after_collation
11800,train,11_1_34_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_1_34_8,Top_撲球,9,38,38
11801,train,11_2_29_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_2_29_22,Top_撲球,9,39,39
11802,train,11_2_35_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_2_35_9,Top_撲球,9,32,32
11803,train,11_2_39_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_2_39_7,Top_撲球,9,34,34
11804,train,11_2_4_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_2_4_15,Top_撲球,9,32,32
11805,train,11_2_7_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_2_7_12,Top_撲球,9,38,38
11806,train,11_3_1_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_3_1_16,Top_撲球,9,32,32
11807,train,11_3_27_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_3_27_10,Top_撲球,9,45,45
11808,train,11_3_33_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/11_3_33_14,Top_撲球,9,36,36
11809,train,13_2_30_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/13_2_30_13,Top_撲球,9,31,31
11810,train,13_2_3_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/13_2_3_18,Top_撲球,9,33,33
11811,train,14_1_10_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_1_10_15,Top_撲球,9,34,34
11812,train,14_1_26_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_1_26_6,Top_撲球,9,35,35
11813,train,14_1_6_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_1_6_8,Top_撲球,9,36,36
11814,train,14_2_11_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_2_11_6,Top_撲球,9,38,38
11815,train,14_2_9_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_2_9_6,Top_撲球,9,30,30
11816,train,14_3_18_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_3_18_6,Top_撲球,9,28,28
11817,train,14_3_1_25,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_3_1_25,Top_撲球,9,34,34
11818,train,14_3_4_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/14_3_4_24,Top_撲球,9,38,38
11819,train,15_1_12_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_1_12_14,Top_撲球,9,29,29
11820,train,15_1_13_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_1_13_5,Top_撲球,9,32,32
11821,train,15_1_14_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_1_14_5,Top_撲球,9,32,32
11822,train,15_2_4_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_2_4_7,Top_撲球,9,35,35
11823,train,15_3_17_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_3_17_8,Top_撲球,9,29,29
11824,train,15_3_8_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/15_3_8_6,Top_撲球,9,36,36
11825,train,16_1_18_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_1_18_11,Top_撲球,9,34,34
11826,train,16_1_18_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_1_18_13,Top_撲球,9,25,25
11827,train,16_1_28_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_1_28_6,Top_撲球,9,28,28
11828,train,16_1_30_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_1_30_7,Top_撲球,9,41,41
11829,train,16_1_30_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_1_30_9,Top_撲球,9,41,41
11830,train,16_2_20_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_2_20_13,Top_撲球,9,24,24
11831,train,16_2_8_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/16_2_8_11,Top_撲球,9,37,37
11832,train,17_1_22_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_1_22_11,Top_撲球,9,38,38
11833,train,17_2_12_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_2_12_6,Top_撲球,9,35,35
11834,train,17_2_15_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_2_15_8,Top_撲球,9,39,39
11835,train,17_2_18_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_2_18_4,Top_撲球,9,26,26
11836,train,17_2_18_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_2_18_6,Top_撲球,9,29,29
11837,train,17_3_30_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_3_30_15,Top_撲球,9,36,36
11838,train,17_3_6_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/17_3_6_6,Top_撲球,9,38,38
11839,train,18_1_31_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/18_1_31_9,Top_撲球,9,50,50
11840,train,18_2_23_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/18_2_23_4,Top_撲球,9,38,38
11841,train,19_2_14_38,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_2_14_38,Top_撲球,9,32,32
11842,train,19_2_14_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_2_14_6,Top_撲球,9,41,41
11843,train,19_2_15_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_2_15_5,Top_撲球,9,32,32
11844,train,19_2_24_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_2_24_11,Top_撲球,9,37,37
11845,train,19_2_29_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_2_29_6,Top_撲球,9,38,38
11846,train,19_3_14_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_3_14_5,Top_撲球,9,36,36
11847,train,19_3_15_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_3_15_12,Top_撲球,9,25,25
11848,train,19_3_17_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_3_17_20,Top_撲球,9,39,39
11849,train,19_3_18_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_3_18_4,Top_撲球,9,25,25
11850,train,19_3_36_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/19_3_36_18,Top_撲球,9,25,25
11851,train,1_1_30_25,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_1_30_25,Top_撲球,9,37,37
11852,train,1_1_4_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_1_4_5,Top_撲球,9,27,27
11853,train,1_1_5_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_1_5_16,Top_撲球,9,33,33
11854,train,1_2_20_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_2_20_3,Top_撲球,9,26,26
11855,train,1_2_21_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_2_21_11,Top_撲球,9,20,20
11856,train,1_2_24_42,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_2_24_42,Top_撲球,9,41,41
11857,train,1_2_25_29,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_2_25_29,Top_撲球,9,31,31
11858,train,1_3_19_38,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_3_19_38,Top_撲球,9,50,50
11859,train,1_3_1_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_3_1_5,Top_撲球,9,32,32
11860,train,1_3_26_43,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_3_26_43,Top_撲球,9,31,31
11861,train,1_3_31_38,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_3_31_38,Top_撲球,9,33,33
11862,train,1_3_35_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/1_3_35_24,Top_撲球,9,20,20
11863,train,20_1_13_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_13_8,Top_撲球,9,38,38
11864,train,20_1_21_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_21_6,Top_撲球,9,39,39
11865,train,20_1_24_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_24_2,Top_撲球,9,30,30
11866,train,20_1_24_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_24_4,Top_撲球,9,32,32
11867,train,20_1_24_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_24_8,Top_撲球,9,33,33
11868,train,20_1_4_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_1_4_12,Top_撲球,9,49,49
11869,train,20_2_6_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/20_2_6_8,Top_撲球,9,35,35
11870,train,21_2_22_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/21_2_22_4,Top_撲球,9,48,48
11871,train,21_2_28_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/21_2_28_12,Top_撲球,9,46,46
11872,train,22_1_34_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/22_1_34_10,Top_撲球,9,46,46
11873,train,22_1_4_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/22_1_4_8,Top_撲球,9,35,35
11874,train,22_2_14_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/22_2_14_5,Top_撲球,9,40,40
11875,train,22_2_29_32,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/22_2_29_32,Top_撲球,9,45,45
11876,train,23_1_14_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/23_1_14_14,Top_撲球,9,42,42
11877,train,23_1_20_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/23_1_20_15,Top_撲球,9,39,39
11878,train,23_2_23_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/23_2_23_3,Top_撲球,9,36,36
11879,train,23_2_33_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/23_2_33_6,Top_撲球,9,30,30
11880,train,23_2_3_46,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/23_2_3_46,Top_撲球,9,43,43
11881,train,24_2_11_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_11_7,Top_撲球,9,39,39
11882,train,24_2_30_27,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_30_27,Top_撲球,9,47,47
11883,train,24_2_6_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_6_8,Top_撲球,9,37,37
11884,train,24_2_8_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_8_8,Top_撲球,9,43,43
11885,train,24_2_9_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_9_4,Top_撲球,9,42,42
11886,train,24_2_9_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_2_9_6,Top_撲球,9,34,34
11887,train,24_3_23_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/24_3_23_13,Top_撲球,9,38,38
11888,train,25_2_32_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/25_2_32_10,Top_撲球,9,37,37
11889,train,26_1_23_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/26_1_23_5,Top_撲球,9,42,42
11890,train,28_2_10_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_10_12,Top_撲球,9,32,32
11891,train,28_2_10_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_10_14,Top_撲球,9,33,33
11892,train,28_2_14_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_14_5,Top_撲球,9,36,36
11893,train,28_2_24_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_24_6,Top_撲球,9,39,39
11894,train,28_2_24_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_24_8,Top_撲球,9,32,32
11895,train,28_2_31_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_31_10,Top_撲球,9,47,47
11896,train,28_2_3_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_3_5,Top_撲球,9,30,30
11897,train,28_2_8_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_8_14,Top_撲球,9,42,42
11898,train,28_2_8_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/28_2_8_16,Top_撲球,9,36,36
11899,train,29_1_14_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_1_14_2,Top_撲球,9,44,44
11900,train,29_1_20_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_1_20_5,Top_撲球,9,39,39
11901,train,29_1_23_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_1_23_20,Top_撲球,9,48,48
11902,train,29_1_35_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_1_35_15,Top_撲球,9,45,45
11903,train,29_1_35_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_1_35_21,Top_撲球,9,36,36
11904,train,29_2_16_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_2_16_8,Top_撲球,9,35,35
11905,train,29_2_23_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_2_23_6,Top_撲球,9,36,36
11906,train,29_2_27_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/29_2_27_9,Top_撲球,9,49,49
11907,train,2_1_10_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_10_13,Top_撲球,9,34,34
11908,train,2_1_12_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_12_9,Top_撲球,9,35,35
11909,train,2_1_16_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_16_19,Top_撲球,9,42,42
11910,train,2_1_20_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_20_13,Top_撲球,9,32,32
11911,train,2_1_20_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_20_15,Top_撲球,9,25,25
11912,train,2_1_34_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_1_34_4,Top_撲球,9,36,36
11913,train,2_2_10_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_2_10_11,Top_撲球,9,37,37
11914,train,2_2_26_26,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_2_26_26,Top_撲球,9,43,43
11915,train,2_2_31_17,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_2_31_17,Top_撲球,9,40,40
11916,train,2_2_35_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_2_35_12,Top_撲球,9,43,43
11917,train,2_2_37_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/2_2_37_20,Top_撲球,9,37,37
11918,train,30_1_20_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_1_20_7,Top_撲球,9,33,33
11919,train,30_1_24_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_1_24_4,Top_撲球,9,36,36
11920,train,30_1_4_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_1_4_13,Top_撲球,9,48,48
11921,train,30_1_9_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_1_9_9,Top_撲球,9,31,31
11922,train,30_2_10_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_10_5,Top_撲球,9,39,39
11923,train,30_2_14_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_14_11,Top_撲球,9,36,36
11924,train,30_2_25_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_25_11,Top_撲球,9,45,45
11925,train,30_2_27_28,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_27_28,Top_撲球,9,39,39
11926,train,30_2_39_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_39_5,Top_撲球,9,42,42
11927,train,30_2_40_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_40_5,Top_撲球,9,43,43
11928,train,30_2_7_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_7_12,Top_撲球,9,45,45
11929,train,30_2_8_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_2_8_15,Top_撲球,9,44,44
11930,train,30_3_18_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_18_16,Top_撲球,9,34,34
11931,train,30_3_20_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_20_3,Top_撲球,9,34,34
11932,train,30_3_23_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_23_7,Top_撲球,9,40,40
11933,train,30_3_26_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_26_22,Top_撲球,9,46,46
11934,train,30_3_27_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_27_10,Top_撲球,9,39,39
11935,train,30_3_28_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_28_10,Top_撲球,9,33,33
11936,train,30_3_2_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_2_10,Top_撲球,9,42,42
11937,train,30_3_2_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_2_12,Top_撲球,9,30,30
11938,train,30_3_34_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_34_6,Top_撲球,9,39,39
11939,train,30_3_36_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/30_3_36_12,Top_撲球,9,39,39
11940,train,31_2_17_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/31_2_17_10,Top_撲球,9,37,37
11941,train,31_2_27_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/31_2_27_22,Top_撲球,9,40,40
11942,train,31_2_28_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/31_2_28_11,Top_撲球,9,36,36
11943,train,32_1_18_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_1_18_18,Top_撲球,9,34,34
11944,train,32_1_23_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_1_23_4,Top_撲球,9,31,31
11945,train,32_1_40_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_1_40_15,Top_撲球,9,36,36
11946,train,32_2_7_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_2_7_11,Top_撲球,9,48,48
11947,train,32_3_12_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_3_12_15,Top_撲球,9,44,44
11948,train,32_3_22_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_3_22_4,Top_撲球,9,42,42
11949,train,32_3_33_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_3_33_11,Top_撲球,9,42,42
11950,train,32_3_38_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/32_3_38_2,Top_撲球,9,35,35
11951,train,33_2_12_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/33_2_12_6,Top_撲球,9,39,39
11952,train,33_2_16_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/33_2_16_18,Top_撲球,9,40,40
11953,train,33_2_24_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/33_2_24_13,Top_撲球,9,38,38
11954,train,33_2_27_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/33_2_27_18,Top_撲球,9,41,41
11955,train,33_2_29_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/33_2_29_10,Top_撲球,9,40,40
11956,train,34_2_17_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/34_2_17_13,Top_撲球,9,39,39
11957,train,34_2_25_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/34_2_25_7,Top_撲球,9,40,40
11958,train,34_2_4_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/34_2_4_8,Top_撲球,9,43,43
11959,train,3_1_28_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_1_28_11,Top_撲球,9,27,27
11960,train,3_1_30_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_1_30_19,Top_撲球,9,25,25
11961,train,3_1_35_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_1_35_24,Top_撲球,9,28,28
11962,train,3_1_8_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_1_8_9,Top_撲球,9,35,35
11963,train,3_2_12_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_12_11,Top_撲球,9,24,24
11964,train,3_2_13_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_13_6,Top_撲球,9,41,41
11965,train,3_2_25_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_25_8,Top_撲球,9,50,50
11966,train,3_2_3_23,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_3_23,Top_撲球,9,38,38
11967,train,3_2_5_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_5_10,Top_撲球,9,25,25
11968,train,3_2_6_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/3_2_6_9,Top_撲球,9,37,37
11969,train,4_1_18_36,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_1_18_36,Top_撲球,9,24,24
11970,train,4_1_30_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_1_30_6,Top_撲球,9,30,30
11971,train,4_1_33_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_1_33_16,Top_撲球,9,38,38
11972,train,4_1_4_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_1_4_8,Top_撲球,9,25,25
11973,train,4_2_18_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_2_18_12,Top_撲球,9,41,41
11974,train,4_2_22_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_2_22_24,Top_撲球,9,30,30
11975,train,4_2_32_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_2_32_15,Top_撲球,9,26,26
11976,train,4_2_33_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/4_2_33_12,Top_撲球,9,28,28
11977,train,5_1_21_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/5_1_21_14,Top_撲球,9,32,32
11978,train,6_1_36_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_撲球/6_1_36_6,Top_撲球,9,38,38
